GOLD_ID	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	TYPE	MATCHED TERM	PREFERRED FORM	CURIE_SYNONYM_REMOVED	CURIE
Gb0207611	aquatic biome	asphalt lake	contaminated water	ENVO_00002030	ENVO_00000165	ENVO_00002186	biolink:OntologyClass	Contaminated water	contaminated water	ENVO_00002186	ENVO:00002186
Gb0207562	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207562	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207563	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207563	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207564	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207564	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207566	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207566	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207679	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207679	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207680	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207680	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	SEDIMENT	sediment	ENVO_00002007	ENVO:00002007
Gb0207680	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207681	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207681	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	SEDIMENT	sediment	ENVO_00002007	ENVO:00002007
Gb0207681	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207682	aquatic biome	pond	pond water	ENVO_00002030	ENVO_00000033	ENVO_00002228	biolink:OntologyClass	pond water	pond water	ENVO_00002228	ENVO:00002228
Gb0207683	aquatic biome	pond	pond water	ENVO_00002030	ENVO_00000033	ENVO_00002228	biolink:OntologyClass	pond water	pond water	ENVO_00002228	ENVO:00002228
Gb0207684	aquatic biome	pond	pond water	ENVO_00002030	ENVO_00000033	ENVO_00002228	biolink:OntologyClass	pond water	pond water	ENVO_00002228	ENVO:00002228
Gb0207685	aquatic biome	pond	pond water	ENVO_00002030	ENVO_00000033	ENVO_00002228	biolink:OntologyClass	pond water	pond water	ENVO_00002228	ENVO:00002228
Gb0207552	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207552	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207555	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207555	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207557	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207557	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207579	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207579	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207581	terrestrial biome	oil reservoir	sandstone	ENVO_00000446	ENVO_00002185	ENVO_00002055	biolink:OntologyClass	Sandstone	sandstone	ENVO_00002055	ENVO:00002055
Gb0207581	terrestrial biome	oil reservoir	sandstone	ENVO_00000446	ENVO_00002185	ENVO_00002055	biolink:OntologyClass	sandstone	sandstone	ENVO_00002055	ENVO:00002055
Gb0207582	terrestrial biome	oil reservoir	sandstone	ENVO_00000446	ENVO_00002185	ENVO_00002055	biolink:OntologyClass	Sandstone	sandstone	ENVO_00002055	ENVO:00002055
Gb0207582	terrestrial biome	oil reservoir	sandstone	ENVO_00000446	ENVO_00002185	ENVO_00002055	biolink:OntologyClass	sandstone	sandstone	ENVO_00002055	ENVO:00002055
Gb0207561	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat	peat soil	ENVO_00005774	ENVO:00005774_SYNONYM
Gb0207561	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	biolink:OntologyClass	peat soil	peat soil	ENVO_00005774	ENVO:00005774
Gb0207264	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207272	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207273	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207278	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207281	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207284	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207285	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207291	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207306	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207314	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207653	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207653	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	SEDIMENT	sediment	ENVO_00002007	ENVO:00002007
Gb0207653	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207654	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207654	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	SEDIMENT	sediment	ENVO_00002007	ENVO:00002007
Gb0207654	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207655	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207655	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207259	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207262	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207263	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207280	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207313	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207269	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207270	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207276	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207277	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207282	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207289	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207290	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207292	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207293	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207315	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207319	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207320	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0207174	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207174	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207175	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207175	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207179	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207179	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207181	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207181	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207177	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207177	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207183	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207183	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207184	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207184	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207185	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0207185	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209249	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209249	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209253	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209253	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209257	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209257	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209258	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209258	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209260	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209260	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209265	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209265	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209267	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209267	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209271	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209271	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0259654	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	biolink:OntologyClass	Microbial mat	microbial mat	ENVO_01000008	ENVO:01000008
Gb0209384	marine biome	fumarole	sediment	ENVO_00000447	ENVO_00000216	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209385	marine biome	fumarole	sediment	ENVO_00000447	ENVO_00000216	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209387	polar biome	glacier ice field	sediment	ENVO_01000339	ENVO_01001532	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209388	polar biome	glacier ice field	sediment	ENVO_01000339	ENVO_01001532	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209153	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	biolink:OntologyClass	Arable soil	arable soil	ENVO_00005742	ENVO:00005742
Gb0209279	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209279	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209326	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0209326	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0209336	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0209336	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0209337	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0209337	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0209277	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209277	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209373	marine biome	fumarole	sediment	ENVO_00000447	ENVO_00000216	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209375	marine biome	fumarole	sediment	ENVO_00000447	ENVO_00000216	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209377	polar biome	glacier ice field	sediment	ENVO_01000339	ENVO_01001532	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209382	marine biome	fumarole	sediment	ENVO_00000447	ENVO_00000216	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209386	polar biome	glacier ice field	sediment	ENVO_01000339	ENVO_01001532	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209292	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209292	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209499	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	biolink:OntologyClass	bulk soil	bulk soil	ENVO_00005802	ENVO:00005802
Gb0209534	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209154	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	biolink:OntologyClass	Arable soil	arable soil	ENVO_00005742	ENVO:00005742
Gb0209173	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	biolink:OntologyClass	Arable soil	arable soil	ENVO_00005742	ENVO:00005742
Gb0209181	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209181	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209208	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209208	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209217	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209217	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209497	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	biolink:OntologyClass	bulk soil	bulk soil	ENVO_00005802	ENVO:00005802
Gb0209498	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	biolink:OntologyClass	bulk soil	bulk soil	ENVO_00005802	ENVO:00005802
Gb0209500	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	biolink:OntologyClass	bulk soil	bulk soil	ENVO_00005802	ENVO:00005802
Gb0209501	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	biolink:OntologyClass	bulk soil	bulk soil	ENVO_00005802	ENVO:00005802
Gb0209502	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	biolink:OntologyClass	bulk soil	bulk soil	ENVO_00005802	ENVO:00005802
Gb0259657	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	biolink:OntologyClass	Microbial mat	microbial mat	ENVO_01000008	ENVO:01000008
Gb0209284	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209284	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209286	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209286	marine biome	coastal wetland ecosystem	sediment	ENVO_00000447	ENVO_00000230	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209304	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	Sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209304	marine biome	saline wetland	sediment	ENVO_00000447	ENVO_00000240	ENVO_00002007	biolink:OntologyClass	sediment	sediment	ENVO_00002007	ENVO:00002007
Gb0209571	polar biome		soil	ENVO_01000339		ENVO_00001998	biolink:OntologyClass	Soil	soil	ENVO_00001998	ENVO:00001998
Gb0209571	polar biome		soil	ENVO_01000339		ENVO_00001998	biolink:OntologyClass	soil	soil	ENVO_00001998	ENVO:00001998
Gb0259650	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	biolink:OntologyClass	Microbial mat	microbial mat	ENVO_01000008	ENVO:01000008
Gb0208322	marine biome	ocean trench	sea water	ENVO_00000447	ENVO_00000275	ENVO_00002149	biolink:OntologyClass	Seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0208322	marine biome	ocean trench	sea water	ENVO_00000447	ENVO_00000275	ENVO_00002149	biolink:OntologyClass	seawater	sea water	ENVO_00002149	ENVO:00002149_SYNONYM
Gb0208340	marine biome	coastal water body	coastal sea water	ENVO_00000447	ENVO_02000049	ENVO_00002150	biolink:OntologyClass	coastal seawater	coastal sea water	ENVO_00002150	ENVO:00002150_SYNONYM
Gb0209160	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	biolink:OntologyClass	Arable soil	arable soil	ENVO_00005742	ENVO:00005742
Gb0209162	terrestrial biome	agricultural field	arable soil	ENVO_00000446	ENVO_00000114	ENVO_00005742	biolink:OntologyClass	Arable soil	arable soil	ENVO_00005742	ENVO:00005742
