	NMDC_analysis_id	relation	NERSC_activity_json	API_alternate_ids
907	nmdc:mga0v5kb53	was_informed_by	Gp0321307	['img.taxon:3300042855', 'biosample:SAMN10864401', 'gold:Gb0191687']
908	nmdc:mga0v7q736	was_informed_by	Gp0321417	null
909	nmdc:mga0v7zt84	was_informed_by	Gp0331404	null
910	nmdc:mga0v90195	was_informed_by	Gp0344884	['img.taxon:3300031682', 'biosample:SAMN10864410']
911	nmdc:mga0v998	was_informed_by	Gp0138750	['img.taxon:3300025477', 'biosample:SAMN06266158']
912	nmdc:mga0v9dd72	was_informed_by	SAMEA7724318_ERR5002137	['gold:Gb0240032']
913	nmdc:mga0va95	was_informed_by	Gp0138737	null
914	nmdc:mga0vcq217	was_informed_by	Gp0321287	['img.taxon:3300042833', 'biosample:SAMN10864179', 'gold:Gb0191667']
915	nmdc:mga0vd86	was_informed_by	Gp0138733	['img.taxon:3300025469', 'biosample:SAMN06264897']
916	nmdc:mga0ve1p96	was_informed_by	Gp0095972	null
917	nmdc:mga0vf2h47	was_informed_by	Gp0115675	['img.taxon:3300042752', 'biosample:SAMN06343875', 'gold:Gb0115229']
918	nmdc:mga0vgdk84	was_informed_by	SAMEA7724292	null
919	nmdc:mga0vgv058	was_informed_by	SAMEA7724228_ERR5001941	['gold:Gb0240084']
920	nmdc:mga0vhp279	was_informed_by	Gp0344850	['img.taxon:3300031859', 'biosample:SAMN11532764']
921	nmdc:mga0vhq959	was_informed_by	SAMEA7724348_ERR5004976	['gold:Gb0240052']
922	nmdc:mga0vjd496	was_informed_by	SAMEA7724281_ERR5002047	['gold:Gb0240013']
923	nmdc:mga0vjta91	was_informed_by	Gp0331391	null
924	nmdc:mga0vk0p61	was_informed_by	Gp0566819	['img.taxon:3300046522']
925	nmdc:mga0vnbd66	was_informed_by	SAMEA7724342_ERR5003429	['gold:Gb0240046']
926	nmdc:mga0vqqy91	was_informed_by	Gp0566822	['img.taxon:3300046680']
927	nmdc:mga0vssw66	was_informed_by	SAMEA7724298_ERR5004864	['gold:Gb0239919']
928	nmdc:mga0vtq568	was_informed_by	Gp0344853	['img.taxon:3300031792', 'biosample:SAMN11532609']
929	nmdc:mga0vx38	was_informed_by	Gp0213371	null
930	nmdc:mga0vyfq37	was_informed_by	Gp0566775	['img.taxon:3300046678']
931	nmdc:mga0w0ey79	was_informed_by	Gp0566786	['img.taxon:3300046512']
932	nmdc:mga0w126	was_informed_by	SRR13122199	null
933	nmdc:mga0w223	was_informed_by	SRR12480187	null
934	nmdc:mga0w22m64	was_informed_by	Gp0566653	['img.taxon:3300046829']
935	nmdc:mga0w2bd94	was_informed_by	Gp0331394	null
936	nmdc:mga0w3a067	was_informed_by	Gp0115676	['img.taxon:3300042753', 'biosample:SAMN06343876', 'gold:Gb0115230']
937	nmdc:mga0w514	was_informed_by	SRR12479933	null
938	nmdc:mga0w5jw55	was_informed_by	Gp0566843	['img.taxon:3300046559']
939	nmdc:mga0w611	was_informed_by	Gp0213370	null
940	nmdc:mga0w83t45	was_informed_by	Gp0566829	['img.taxon:3300046463']
941	nmdc:mga0w84r52	was_informed_by	Gp0306244	null
942	nmdc:mga0w8hx50	was_informed_by	Gp0566778	['img.taxon:3300048088']
943	nmdc:mga0w9m560	was_informed_by	Gp0566799	['img.taxon:3300046679']
944	nmdc:mga0w9rc43	was_informed_by	Gp0344840	['img.taxon:3300031835', 'biosample:SAMN11533373']
945	nmdc:mga0wa96	was_informed_by	Gp0138740	['img.taxon:3300025444', 'biosample:SAMN06264880']
946	nmdc:mga0wetc11	was_informed_by	Gp0566638	['img.taxon:3300046780']
947	nmdc:mga0wfkf27	was_informed_by	Gp0111278	null
948	nmdc:mga0wfrq08	was_informed_by	SAMEA7724302_ERR5004868	['gold:Gb0239923']
949	nmdc:mga0wg1q17	was_informed_by	Gp0566824	['img.taxon:3300046524']
950	nmdc:mga0wg78	was_informed_by	Gp0208360	null
951	nmdc:mga0wjj555	was_informed_by	Gp0119850	['img.taxon:3300042803', 'biosample:SAMN06343767', 'gold:Gb0119260']
952	nmdc:mga0wkf778	was_informed_by	Gp0321281	['img.taxon:3300042832', 'biosample:SAMN10864181', 'gold:Gb0191661']
953	nmdc:mga0wn3d15	was_informed_by	Gp0321264	['img.taxon:3300042817', 'biosample:SAMN10863953', 'gold:Gb0191644']
954	nmdc:mga0wn63	was_informed_by	Gp0213363	['img.taxon:3300017946', 'biosample:SAMN08777130']
955	nmdc:mga0wpfe56	was_informed_by	Gp0325954	['img.taxon:3300031947', 'biosample:SAMN11528528']
956	nmdc:mga0wr54	was_informed_by	SRR8849252	null
957	nmdc:mga0ws1859	was_informed_by	SAMEA7724329_ERR5004170	['gold:Gb0315665']
958	nmdc:mga0ws51	was_informed_by	Gp0208362	['img.taxon:3300014658', 'biosample:SAMN07631761']
959	nmdc:mga0ws5m27	was_informed_by	SAMEA7724289	null
960	nmdc:mga0ws6r16	was_informed_by	SAMEA7724228_ERR5003220	['gold:Gb0240084']
961	nmdc:mga0wwa576	was_informed_by	Gp0344851	['img.taxon:3300031561', 'biosample:SAMN10864290']
962	nmdc:mga0wxzx57	was_informed_by	SAMEA7724296	null
963	nmdc:mga0wy9736	was_informed_by	Gp0321410	null
964	nmdc:mga0wyga34	was_informed_by	Gp0095971	null
965	nmdc:mga0x030	was_informed_by	SRR12480197	null
966	nmdc:mga0x0j712	was_informed_by	Gp0325957	['img.taxon:3300031941', 'biosample:SAMN11532081']
967	nmdc:mga0x1rx81	was_informed_by	SAMEA7724301_ERR5004867	['gold:Gb0239922']
968	nmdc:mga0x224	was_informed_by	SRR8849233	null
969	nmdc:mga0x26r13	was_informed_by	Gp0566721	['img.taxon:3300046799']
970	nmdc:mga0x3mj77	was_informed_by	Gp0321284	['img.taxon:3300042844', 'biosample:SAMN10864400', 'gold:Gb0191664']
971	nmdc:mga0x3xw56	was_informed_by	Gp0344899	['img.taxon:3300032055', 'biosample:SAMN11533328']
972	nmdc:mga0x515	was_informed_by	Gp0138740	null
973	nmdc:mga0x5c381	was_informed_by	Gp0127628	['img.taxon:3300042762', 'biosample:SAMN06264779', 'gold:Gb0126429']
974	nmdc:mga0x709	was_informed_by	SRR8849271	null
975	nmdc:mga0x77t71	was_informed_by	Gp0566649	['img.taxon:3300046706']
976	nmdc:mga0x7fv76	was_informed_by	Gp0225777	null
977	nmdc:mga0x806	was_informed_by	Gp0213342	['img.taxon:3300018057', 'biosample:SAMN08779015']
978	nmdc:mga0x8zm48	was_informed_by	Gp0208578	['img.taxon:3300031912', 'biosample:SAMN07630342']
979	nmdc:mga0xa97	was_informed_by	SRR12480096	null
980	nmdc:mga0xasy76	was_informed_by	Gp0566695	['img.taxon:3300046797']
981	nmdc:mga0xbct10	was_informed_by	SAMEA7724128_ERR5001854	['gold:Gb0239950']
982	nmdc:mga0xbeg42	was_informed_by	SAMEA7724217_ERR5003904	['gold:Gb0240094']
983	nmdc:mga0xccm60	was_informed_by	Gp0321426	null
984	nmdc:mga0xdrf22	was_informed_by	Gp0566809	['img.taxon:3300046558']
985	nmdc:mga0xdrn04	was_informed_by	Gp0566841	['img.taxon:3300046531']
986	nmdc:mga0xf3886	was_informed_by	SAMEA7724128_ERR5003133	['gold:Gb0239950']
987	nmdc:mga0xf82	was_informed_by	Gp0138732	null
988	nmdc:mga0xn7p46	was_informed_by	Gp0321429	null
989	nmdc:mga0xpmn94	was_informed_by	Gp0321270	['img.taxon:3300042820', 'biosample:SAMN10864327', 'gold:Gb0191650']
990	nmdc:mga0xpzc35	was_informed_by	Gp0566657	['img.taxon:3300046498']
991	nmdc:mga0xr8c76	was_informed_by	Gp0566734	['img.taxon:3300047468']
992	nmdc:mga0xrfs44	was_informed_by	Gp0566762	['img.taxon:3300046535']
993	nmdc:mga0xt49	was_informed_by	Gp0116320	['img.taxon:3300006022', 'biosample:SAMN06267230']
994	nmdc:mga0xt7x88	was_informed_by	Gp0344889	['img.taxon:3300031799', 'biosample:SAMN11532313']
995	nmdc:mga0xvbj60	was_informed_by	SAMEA7724228_ERR5004702	['gold:Gb0240084']
996	nmdc:mga0xvyp67	was_informed_by	Gp0566694	['img.taxon:3300046818']
997	nmdc:mga0xwgm91	was_informed_by	Gp0208571	null
998	nmdc:mga0xxdv02	was_informed_by	Gp0306228	null
999	nmdc:mga0xys903	was_informed_by	Gp0566675	['img.taxon:3300046812']
1000	nmdc:mga0xz8h91	was_informed_by	Gp0321285	['img.taxon:3300042845', 'biosample:SAMN10864140', 'gold:Gb0191665']
1001	nmdc:mga0xzgm90	was_informed_by	Gp0325958	['img.taxon:3300031945', 'biosample:SAMN11532520']
1002	nmdc:mga0y75d65	was_informed_by	SAMEA7724288	null
1003	nmdc:mga0y7cp45	was_informed_by	Gp0306232	null
1004	nmdc:mga0y7kv37	was_informed_by	Gp0208574	['img.taxon:3300031719', 'biosample:SAMN07631796']
1005	nmdc:mga0y90j12	was_informed_by	SAMEA7724294_ERR5004860	['gold:Gb0240015']
1006	nmdc:mga0y97267	was_informed_by	SAMEA7724308_ERR5003407	['gold:Gb0240022']
1007	nmdc:mga0yafm53	was_informed_by	Gp0566797	['img.taxon:3300046539']
1008	nmdc:mga0ybxk05	was_informed_by	Gp0566776	['img.taxon:3300046809']
1009	nmdc:mga0ydkx29	was_informed_by	Gp0321432	null
1010	nmdc:mga0yf2w79	was_informed_by	Gp0344819	['img.taxon:3300031713', 'biosample:SAMN11532139']
1011	nmdc:mga0yky513	was_informed_by	Gp0325955	['img.taxon:3300031946', 'biosample:SAMN11532447']
1012	nmdc:mga0ynkj27	was_informed_by	Gp0566806	['img.taxon:3300046517']
1013	nmdc:mga0yp0094	was_informed_by	SAMEA7724342_ERR5004970	['gold:Gb0240046']
1014	nmdc:mga0yp6b67	was_informed_by	Gp0306247	null
1015	nmdc:mga0ypfy19	was_informed_by	Gp0566716	['img.taxon:3300049448']
1016	nmdc:mga0yqf432	was_informed_by	Gp0566647	['img.taxon:3300046782']
1017	nmdc:mga0yrv670	was_informed_by	SAMEA7724289	null
1018	nmdc:mga0ys1g46	was_informed_by	Gp0111282	null
1019	nmdc:mga0ys2m35	was_informed_by	Gp0344839	['img.taxon:3300031543', 'biosample:SAMN10864292']
1020	nmdc:mga0yv47	was_informed_by	Gp0213331	['img.taxon:3300017948', 'biosample:SAMN08777000']
1021	nmdc:mga0yw44	was_informed_by	Gp0116324	['img.taxon:3300006038', 'biosample:SAMN06266331']
1022	nmdc:mga0ywny23	was_informed_by	SAMEA7724316_ERR5004157	['gold:Gb0240030']
1023	nmdc:mga0yy38	was_informed_by	Gp0116335	null
1024	nmdc:mga0yysy91	was_informed_by	SAMEA7724295	null
1025	nmdc:mga0yywd48	was_informed_by	Gp0566691	['img.taxon:3300046721']
1026	nmdc:mga0yz6194	was_informed_by	SAMEA7724307_ERR5002127	['gold:Gb0240021']
1027	nmdc:mga0z14838	was_informed_by	SAMEA7724294	null
1028	nmdc:mga0z1yd49	was_informed_by	SAMEA7724295_ERR5002059	['gold:Gb0240016']
1029	nmdc:mga0z22p26	was_informed_by	SAMEA7724294	null
1030	nmdc:mga0z2a488	was_informed_by	Gp0566823	['img.taxon:3300046681']
1031	nmdc:mga0z2hr35	was_informed_by	Gp0566861	['img.taxon:3300047447']
1032	nmdc:mga0z3ct56	was_informed_by	SAMEA7724340_ERR5002148	['gold:Gb0240044']
1033	nmdc:mga0z42e17	was_informed_by	SAMEA7724291	null
1034	nmdc:mga0z4th32	was_informed_by	Gp0566813	['img.taxon:3300046520']
1035	nmdc:mga0z58e55	was_informed_by	Gp0208579	['img.taxon:3300032001', 'biosample:SAMN07630343']
1036	nmdc:mga0z59n35	was_informed_by	Gp0344872	['img.taxon:3300031793', 'biosample:SAMN11532762']
1037	nmdc:mga0z5ny20	was_informed_by	Gp0208579	null
1038	nmdc:mga0z7yz90	was_informed_by	SAMEA7724308_ERR5004149	['gold:Gb0240022']
1039	nmdc:mga0z8vk58	was_informed_by	SAMEA7724104_ERR5004472	['gold:Gb0240119']
1040	nmdc:mga0z93v42	was_informed_by	Gp0566847	['img.taxon:3300046692']
1041	nmdc:mga0z96708	was_informed_by	Gp0566785	['img.taxon:3300046538']
1042	nmdc:mga0zags93	was_informed_by	Gp0108340	null
1043	nmdc:mga0zb0766	was_informed_by	Gp0115677	['img.taxon:3300042754', 'biosample:SAMN06343877', 'gold:Gb0115231']
1044	nmdc:mga0zbgr31	was_informed_by	Gp0111281	null
1045	nmdc:mga0zbzh67	was_informed_by	Gp0111276	null
1046	nmdc:mga0zc93	was_informed_by	SRR8849206	null
1047	nmdc:mga0zd1y62	was_informed_by	Gp0306242	null
1048	nmdc:mga0zd4a28	was_informed_by	Gp0208575	null
1049	nmdc:mga0ze87	was_informed_by	Gp0116340	null
1050	nmdc:mga0zeeg52	was_informed_by	Gp0208580	['img.taxon:3300031910', 'biosample:SAMN07630344']
1051	nmdc:mga0zfd907	was_informed_by	Gp0321298	['img.taxon:3300042849', 'biosample:SAMN10864255', 'gold:Gb0191678']
1052	nmdc:mga0zfn042	was_informed_by	Gp0566779	['img.taxon:3300046455']
1053	nmdc:mga0zg81	was_informed_by	SRR8849285	null
1054	nmdc:mga0zh78	was_informed_by	Gp0138761	['img.taxon:3300025612', 'biosample:SAMN06266180']
1055	nmdc:mga0zjbg80	was_informed_by	Gp0225774	null
1056	nmdc:mga0zjtm83	was_informed_by	SAMEA7724299_ERR5004078	['gold:Gb0239920']
1057	nmdc:mga0zkhn06	was_informed_by	Gp0111285	null
1058	nmdc:mga0zkna43	was_informed_by	Gp0306241	null
1059	nmdc:mga0zknh22	was_informed_by	Gp0344817	['img.taxon:3300031751', 'biosample:SAMN11532490']
1060	nmdc:mga0zkx760	was_informed_by	SAMEA7724290_ERR5004069	['gold:Gb0239940']
1061	nmdc:mga0zn66	was_informed_by	Gp0208364	['img.taxon:3300014158', 'biosample:SAMN07631762']
1062	nmdc:mga0zp7252	was_informed_by	SAMEA7724288_ERR5004854	['gold:Gb0239938']
1063	nmdc:mga0zqhd61	was_informed_by	Gp0321296	['img.taxon:3300042842', 'biosample:SAMN10864138', 'gold:Gb0191676']
1064	nmdc:mga0zqzj60	was_informed_by	Gp0566783	['img.taxon:3300046501']
1065	nmdc:mga0zr57	was_informed_by	Gp0138755	['img.taxon:3300025463', 'biosample:SAMN06266177']
1066	nmdc:mga0zsqp07	was_informed_by	Gp0208580	null
1067	nmdc:mga0zt51	was_informed_by	Gp0138746	['img.taxon:3300025498', 'biosample:SAMN06264877']
1068	nmdc:mga0zv48	was_informed_by	Gp0138729	['img.taxon:3300025441', 'biosample:SAMN06266166']
1069	nmdc:mga0zvst61	was_informed_by	Gp0566724	['img.taxon:3300049449']
1070	nmdc:mga0zyra10	was_informed_by	SAMEA7724294	null
1071	nmdc:mga0zz1922	was_informed_by	SAMEA7724291	null
